classes,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,y,10,f,f,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,4
p,f,y,10,f,y,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,7
p,f,s,2,f,f,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,2
p,x,s,10,f,f,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,2
p,x,s,2,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,4
p,x,s,10,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,4
p,x,s,10,f,s,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,7
p,f,y,10,f,f,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,2
p,x,s,10,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,4
p,k,s,10,f,y,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,2
p,x,y,10,f,f,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,4
p,f,s,2,f,f,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,4
p,f,s,2,f,y,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,2
p,x,s,2,f,f,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,7
p,k,y,10,f,y,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,4
p,x,s,10,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
p,f,y,2,f,s,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,7
p,f,y,10,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,7
p,f,y,2,f,s,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,4
p,f,s,2,f,s,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,2
p,f,s,10,f,y,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,4
p,k,y,2,f,y,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,4
p,f,y,10,f,y,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,2
p,f,s,10,f,s,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,f,s,2,f,f,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,7
p,x,s,2,f,y,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,2
p,f,y,2,f,s,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,7
p,f,y,10,f,s,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,7
p,x,y,10,f,s,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,7
p,f,s,10,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,4
p,x,s,2,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,2
p,f,s,2,f,y,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,4
p,f,s,2,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,2
p,f,s,10,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,4
e,x,s,5,f,n,f,w,b,8,e,?,s,k,11,11,p,11,t,p,11,n,1
p,k,y,2,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,4
p,x,y,10,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,4
p,x,s,2,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
p,x,s,2,f,s,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,7
p,f,y,10,f,s,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
p,k,y,2,f,f,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,2
p,x,s,10,f,f,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,7
p,x,s,2,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,k,y,2,f,y,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,7
p,x,y,10,f,f,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
p,k,s,2,f,f,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,4
p,x,s,2,f,f,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,4
p,x,y,10,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,7
p,f,s,10,f,y,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,f,s,2,f,s,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,2
p,f,s,2,f,f,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,4
p,f,s,10,f,y,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,4
p,x,y,10,f,s,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,2
p,x,s,10,f,f,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,2
p,f,s,2,f,s,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,f,y,10,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,7
p,x,s,2,f,f,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,7
p,x,s,10,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,7
p,x,s,10,f,y,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,s,10,f,f,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,4
p,x,y,10,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,4
p,x,s,2,f,y,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,7
p,x,s,10,f,s,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,2
p,x,s,10,f,y,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,2
p,x,s,2,f,y,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,7
p,x,s,2,f,s,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,2
p,f,s,10,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,7
p,f,y,10,f,f,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,7
p,x,s,2,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,7
p,x,s,10,f,f,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,2
p,f,s,2,f,s,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,2
p,x,s,2,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,7
p,f,s,10,f,y,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,7
p,k,y,2,f,y,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,4
p,x,s,2,f,y,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,2
p,f,y,2,f,y,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,4
p,k,y,2,f,y,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,4
p,f,s,10,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,7
p,f,s,2,f,f,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,4
p,x,s,10,f,y,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,7
p,x,s,2,f,f,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,2
p,f,y,2,f,y,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,4
p,f,y,2,f,s,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,4
p,x,s,10,f,y,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,f,y,2,f,y,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,2
p,x,y,10,f,s,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,f,y,2,f,y,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,y,10,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,4
p,x,y,10,f,f,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,2
p,f,s,10,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,2
p,k,s,2,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,x,y,10,f,f,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,x,s,2,f,f,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,2
p,f,s,10,f,s,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,4
p,f,s,10,f,y,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
e,b,f,5,f,n,f,w,b,8,e,?,s,k,11,11,p,11,t,p,11,s,1
p,x,s,2,f,y,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,4
p,k,s,2,f,s,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,4
e,b,s,2,f,n,a,c,b,7,e,?,s,s,7,7,p,2,o,p,12,v,2
p,f,s,2,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,7
p,f,y,2,f,s,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,7
p,x,y,10,f,s,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,7
p,x,s,10,f,s,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,7
p,k,y,13,f,m,a,c,b,11,e,c,k,y,13,13,p,11,n,n,11,c,7
p,x,s,10,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,f,s,2,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,4
p,x,s,2,f,y,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,2
p,x,y,10,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,x,s,10,f,f,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,7
p,f,s,10,f,f,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,2
p,f,s,2,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,7
p,f,s,2,f,s,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,7
p,f,y,10,f,y,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,4
p,x,s,10,f,y,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,2
p,f,y,10,f,s,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,7
p,f,y,2,f,y,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,2
p,x,y,10,f,f,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,y,10,f,s,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,4
p,f,s,10,f,f,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,s,10,f,f,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,4
p,x,s,10,f,y,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,4
p,x,s,10,f,f,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,7
p,k,y,10,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
p,x,y,10,f,f,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,x,s,10,f,y,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,7
p,x,s,2,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,7
p,x,s,2,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,f,s,2,f,y,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,7
p,f,y,2,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,4
p,x,s,10,f,s,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,7
p,k,s,2,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,4
p,f,s,2,f,y,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,7
p,f,y,2,f,f,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,7
p,f,y,10,f,y,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,4
p,f,y,10,f,s,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,2
p,f,y,2,f,f,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,7
p,x,s,10,f,y,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,2
p,f,y,2,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,f,s,2,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,7
p,f,s,10,f,f,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,4
p,x,s,2,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,7
p,f,y,10,f,f,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,7
p,k,y,2,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
p,f,s,2,f,y,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,4
p,f,y,2,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,4
p,f,s,10,f,y,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,2
p,x,s,2,f,f,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,2
p,f,s,10,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,4
p,x,s,10,f,f,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,f,y,10,f,s,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,7
p,x,s,10,f,y,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,4
p,f,s,10,f,s,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,4
p,f,s,2,f,f,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,4
p,x,s,2,f,y,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,4
p,x,s,10,f,s,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,7
p,f,s,10,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,x,s,10,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,2
p,x,s,2,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,2
p,f,s,10,f,f,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,7
p,x,y,10,f,s,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,2
p,x,s,2,f,y,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,4
p,x,y,10,f,s,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,4
p,f,s,10,f,y,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,x,s,10,f,s,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,7
p,f,y,2,f,f,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,2
p,x,s,10,f,f,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,2
p,x,s,2,f,s,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,2
p,f,s,10,f,y,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,7
p,x,s,10,f,s,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,7
p,f,s,2,f,y,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,2
p,x,y,10,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,4
p,f,y,10,f,y,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,7
p,x,y,10,f,s,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,4
p,k,y,2,f,y,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,y,2,f,y,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,x,y,10,f,f,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,2
p,f,s,2,f,y,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
p,x,s,10,f,s,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,7
p,f,s,10,f,y,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,7
e,x,f,5,f,n,f,w,b,5,e,?,k,k,11,11,p,11,t,p,11,s,1
p,x,s,10,f,y,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,4
p,f,s,2,f,f,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,2
p,f,s,2,f,s,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,4
p,x,s,10,f,f,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,2
p,x,s,10,f,y,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,2
p,x,s,10,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,2
p,f,y,10,f,y,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,7
e,b,f,5,f,n,f,w,b,11,e,?,s,s,11,11,p,11,t,p,11,s,1
p,f,y,2,f,s,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,7
p,f,y,10,f,f,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,7
p,f,y,2,f,s,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,7
p,f,s,2,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,2
p,f,y,2,f,f,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,7
p,x,y,10,f,s,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,7
p,f,y,2,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,x,s,2,f,y,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,7
p,f,y,10,f,f,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,7
e,k,f,5,f,n,f,w,b,8,e,?,k,s,11,11,p,11,t,p,11,s,1
e,b,s,2,f,n,a,c,b,12,e,?,s,s,7,7,p,2,o,p,7,c,2
p,f,s,2,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,x,s,2,f,s,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,f,y,2,f,s,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,2
p,f,s,10,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,2
p,f,y,2,f,y,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,2
p,f,s,2,f,f,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,7
p,f,y,10,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,4
p,f,y,10,f,f,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
p,f,s,2,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,2
p,x,s,10,f,y,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
e,x,f,11,f,n,f,w,b,5,e,?,s,k,11,11,p,11,t,p,11,n,1
p,f,s,2,f,f,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,4
p,x,s,10,f,y,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,2
p,x,s,2,f,y,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,7
p,x,s,2,f,y,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,2
p,x,s,2,f,f,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,7
p,k,y,2,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,7
p,f,s,2,f,y,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,4
p,x,y,10,f,y,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,4
p,f,s,2,f,y,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,f,s,2,f,f,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,x,s,2,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,2
p,x,s,2,f,f,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,7
p,x,y,10,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,f,s,10,f,f,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,7
p,f,s,10,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,2
p,f,y,2,f,f,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,4
p,x,s,10,f,s,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,2
p,f,s,10,f,s,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,2
p,f,y,10,f,s,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,7
p,f,y,10,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
p,x,y,10,f,s,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,y,2,f,f,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,s,2,f,f,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,f,s,2,f,y,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,4
p,k,y,10,f,f,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,s,10,f,y,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
p,x,s,10,f,s,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,4
p,x,y,10,f,y,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,4
p,f,y,10,f,f,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,2
p,x,y,10,f,s,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,7
p,f,y,10,f,f,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,2
p,f,y,2,f,y,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,7
p,f,y,10,f,y,f,c,n,3,t,?,s,k,8,8,p,11,o,e,11,v,2
p,x,y,10,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
p,x,s,10,f,y,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,7
p,f,s,10,f,f,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,2
p,f,s,10,f,f,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,4
p,x,s,10,f,f,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
p,f,s,10,f,y,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,4
p,f,s,10,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
p,f,s,2,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
p,f,y,10,f,f,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,7
p,f,y,2,f,s,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,4
p,k,s,10,f,f,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,2
p,f,s,2,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,7
p,f,y,2,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,4
p,f,s,10,f,s,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,2
p,f,y,10,f,y,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,2
p,x,s,2,f,y,f,c,n,3,t,?,s,s,8,8,p,11,o,e,11,v,4
p,k,y,2,f,y,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,4
p,x,y,10,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,7
p,x,s,10,f,f,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,2
e,x,s,5,f,n,f,w,b,11,e,?,k,s,11,11,p,11,t,p,11,n,1
p,k,y,2,f,y,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,7
p,x,s,2,f,y,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,4
p,f,s,2,f,s,f,c,n,3,t,?,s,k,11,8,p,11,o,e,11,v,4
p,f,s,2,f,s,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,4
p,x,s,10,f,s,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,4
p,f,s,10,f,f,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,2
p,f,y,10,f,f,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,f,y,10,f,f,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,4
p,f,s,2,f,f,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,2
p,f,s,10,f,f,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,x,s,2,f,f,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,4
p,f,s,10,f,f,f,c,n,3,t,?,k,k,8,8,p,11,o,e,11,v,2
p,x,s,10,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
p,f,s,10,f,y,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,7
p,f,y,10,f,f,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,4
p,k,y,10,f,s,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,f,s,2,f,s,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,4
p,k,y,10,f,s,f,c,n,3,t,?,k,s,11,11,p,11,o,e,11,v,7
p,f,s,10,f,y,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
p,f,y,10,f,s,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,2
p,f,s,10,f,f,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,2
e,b,s,2,f,n,a,c,b,2,e,?,s,s,7,7,p,7,o,p,7,c,2
p,x,s,2,f,f,f,c,n,3,t,?,s,k,11,11,p,11,o,e,11,v,7
p,f,y,10,f,s,f,c,n,3,t,?,k,s,8,11,p,11,o,e,11,v,2
p,f,y,2,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,7
p,f,s,10,f,f,f,c,n,3,t,?,k,k,8,11,p,11,o,e,11,v,7
p,f,y,2,f,f,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,4
p,k,y,2,f,m,f,c,b,11,e,c,k,y,13,13,p,11,n,n,11,c,7
p,x,s,10,f,f,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,4
p,f,s,10,f,s,f,c,n,3,t,?,k,k,11,11,p,11,o,e,11,v,2
p,k,y,2,f,y,f,c,n,3,t,?,k,s,11,8,p,11,o,e,11,v,7
p,f,s,10,f,f,f,c,n,3,t,?,s,s,11,8,p,11,o,e,11,v,4
e,k,s,11,f,n,f,w,b,5,e,?,k,k,11,11,p,11,t,p,11,s,1
p,f,y,2,f,y,f,c,n,3,t,?,k,s,8,8,p,11,o,e,11,v,2
p,f,y,2,f,y,f,c,n,3,t,?,s,k,8,11,p,11,o,e,11,v,7
p,f,y,2,f,y,f,c,n,3,t,?,s,s,8,11,p,11,o,e,11,v,4
p,f,s,2,f,s,f,c,n,3,t,?,k,k,11,8,p,11,o,e,11,v,7
p,f,s,2,f,y,f,c,n,3,t,?,s,s,11,11,p,11,o,e,11,v,2
